# Menlo Systems GmbH ScanControl
# Program Version 1.14.3
# Start: -733.80000000 ps, Average over 3000 waveforms. Timestamp: 2025-11-05T15:49:28
# Window type: Tukey, parameters: alpha = 0.1, thickness 0.5 mm
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
14.65861532	-91.67990111
14.67342201	-95.16722522
14.68822869	-91.49671161
14.70303537	-90.93191566
14.71784205	-94.08301775
14.73264873	-88.55218270
14.74745542	-89.18323923
14.76226210	-98.93040630
14.77706878	-91.71853450
14.79187546	-93.47788484
14.80668214	-92.65803437
14.82148883	-94.76682922
14.83629551	-97.34661520
14.85110219	-97.19503910
14.86590887	-95.17408700
14.88071556	-97.48432509
14.89552224	-106.63921223
14.91032892	-90.59041341
14.92513560	-87.54177287
14.93994228	-90.65802782
14.95474897	-98.79485935
14.96955565	-92.67557585
14.98436233	-90.70948356
14.99916901	-92.12912295
15.01397569	-102.43704251
15.02878238	-95.34894085
15.04358906	-103.63223553
15.05839574	-93.44252576
15.07320242	-97.27729168
15.08800911	-87.29246690
15.10281579	-90.55470687
15.11762247	-99.81407577
15.13242915	-99.82742401
15.14723583	-90.00920126
