-733.80000000	0.00000000
-733.76700680	-0.00000020
-733.73401361	-0.00000007
-733.70102041	0.00000168
-733.66802721	0.00000479
-733.63503401	0.00001023
-733.60204082	0.00001904
-733.56904762	0.00002617
-733.53605442	0.00003617
-733.50306122	0.00004298
-733.47006803	0.00004561
-733.43707483	0.00005062
-733.40408163	0.00005172
-733.37108844	0.00005238
-733.33809524	0.00003515
-733.30510204	0.00002198
-733.27210884	0.00000059
-733.23911565	-0.00002009
-733.20612245	-0.00004408
-733.17312925	-0.00005722
-733.14013605	-0.00009806
-733.10714286	-0.00012987
-733.07414966	-0.00014164
-733.04115646	-0.00018173
-733.00816327	-0.00021259
-732.97517007	-0.00022642
-732.94217687	-0.00026291
-732.90918367	-0.00026448
-732.87619048	-0.00029548
-732.84319728	-0.00032497
-732.81020408	-0.00033050
-732.77721088	-0.00036449
-732.74421769	-0.00036211
-732.71122449	-0.00042265
-732.67823129	-0.00041191
-732.64523810	-0.00042272
-732.61224490	-0.00046134
-732.57925170	-0.00049922
-732.54625850	-0.00048791
-732.51326531	-0.00044730
-732.48027211	-0.00044760
-732.44727891	-0.00045180
-732.41428571	-0.00043819
-732.38129252	-0.00039716
-732.34829932	-0.00039944
-732.31530612	-0.00033779
-732.28231293	-0.00036807
-732.24931973	-0.00035755
-732.21632653	-0.00030701
-732.18333333	-0.00035188
-732.15034014	-0.00038133
-732.11734694	-0.00042040
-732.08435374	-0.00047426
-732.05136054	-0.00053168
-732.01836735	-0.00059330
-731.98537415	-0.00065490
-731.95238095	-0.00065583
-731.91938776	-0.00073537
-731.88639456	-0.00071549
-731.85340136	-0.00069861
-731.82040816	-0.00069095
-731.78741497	-0.00072199
-731.75442177	-0.00072051
-731.72142857	-0.00063158
-731.68843537	-0.00057896
-731.65544218	-0.00056434
-731.62244898	-0.00057003
-731.58945578	-0.00052742
-731.55646259	-0.00049726
-731.52346939	-0.00050482
-731.49047619	-0.00053993
-731.45748299	-0.00054283
-731.42448980	-0.00057244
-731.39149660	-0.00059370
-731.35850340	-0.00062400
-731.32551020	-0.00062801
-731.29251701	-0.00063896
-731.25952381	-0.00063632
-731.22653061	-0.00059252
-731.19353741	-0.00063296
-731.16054422	-0.00053849
-731.12755102	-0.00052218
-731.09455782	-0.00047021
-731.06156463	-0.00044751
-731.02857143	-0.00038569
-730.99557823	-0.00037124
-730.96258503	-0.00030098
-730.92959184	-0.00021116
-730.89659864	-0.00012485
-730.86360544	-0.00004294
-730.83061224	0.00003142
-730.79761905	0.00011252
-730.76462585	0.00021002
-730.73163265	0.00030066
-730.69863946	0.00043168
-730.66564626	0.00057395
-730.63265306	0.00058643
-730.59965986	0.00076188
-730.56666667	0.00085080
-730.53367347	0.00093313
-730.50068027	0.00100208
-730.46768707	0.00105955
-730.43469388	0.00108550
-730.40170068	0.00114164
-730.36870748	0.00113853
-730.33571429	0.00101581
-730.30272109	0.00094080
-730.26972789	0.00075188
-730.23673469	0.00042265
-730.20374150	0.00005976
-730.17074830	-0.00034366
-730.13775510	-0.00085427
-730.10476190	-0.00140676
-730.07176871	-0.00197192
-730.03877551	-0.00261540
-730.00578231	-0.00331986
-729.97278912	-0.00382995
-729.93979592	-0.00431094
-729.90680272	-0.00469686
-729.87380952	-0.00492294
-729.84081633	-0.00506820
-729.80782313	-0.00504209
-729.77482993	-0.00487916
-729.74183673	-0.00450949
-729.70884354	-0.00406469
-729.67585034	-0.00356712
-729.64285714	-0.00303532
-729.60986395	-0.00239861
-729.57687075	-0.00180115
-729.54387755	-0.00120506
-729.51088435	-0.00067093
-729.47789116	-0.00021989
-729.44489796	0.00022436
-729.41190476	0.00060072
-729.37891156	0.00087517
-729.34591837	0.00110552
-729.31292517	0.00123118
-729.27993197	0.00136381
-729.24693878	0.00140510
-729.21394558	0.00139553
-729.18095238	0.00134150
-729.14795918	0.00131177
-729.11496599	0.00124508
-729.08197279	0.00114560
-729.04897959	0.00102126
-729.01598639	0.00086212
-728.98299320	0.00074363
-728.95000000	0.00063914
-728.91700680	0.00054303
-728.88401361	0.00038602
-728.85102041	0.00035775
-728.81802721	0.00021054
-728.78503401	0.00013956
-728.75204082	0.00002368
-728.71904762	-0.00013870
-728.68605442	-0.00021869
-728.65306122	-0.00037721
-728.62006803	-0.00054286
-728.58707483	-0.00063847
-728.55408163	-0.00072034
-728.52108844	-0.00092586
-728.48809524	-0.00098766
-728.45510204	-0.00105635
-728.42210884	-0.00105310
-728.38911565	-0.00101857
-728.35612245	-0.00097591
-728.32312925	-0.00080486
-728.29013605	-0.00060044
-728.25714286	-0.00050599
-728.22414966	-0.00025984
-728.19115646	-0.00005172
-728.15816327	0.00006939
-728.12517007	0.00028552
-728.09217687	0.00041111
-728.05918367	0.00041105
-728.02619048	0.00041906
-727.99319728	0.00042984
-727.96020408	0.00033790
-727.92721088	0.00024877
-727.89421769	0.00015489
-727.86122449	0.00007159
-727.82823129	0.00001567
-727.79523810	-0.00000490
-727.76224490	0.00000531
-727.72925170	0.00002708
-727.69625850	0.00015785
-727.66326531	0.00022815
-727.63027211	0.00041075
-727.59727891	0.00050593
-727.56428571	0.00059943
-727.53129252	0.00071969
-727.49829932	0.00085383
-727.46530612	0.00089479
-727.43231293	0.00084724
-727.39931973	0.00081360
-727.36632653	0.00079404
-727.33333333	0.00069450
-727.30034014	0.00050258
-727.26734694	0.00042156
-727.23435374	0.00023949
-727.20136054	-0.00001645
-727.16836735	-0.00017953
-727.13537415	-0.00047415
-727.10238095	-0.00066619
-727.06938776	-0.00094112
-727.03639456	-0.00127702
-727.00340136	-0.00159586
-726.97040816	-0.00205273
-726.93741497	-0.00252039
-726.90442177	-0.00305150
-726.87142857	-0.00364010
-726.83843537	-0.00426606
-726.80544218	-0.00490497
-726.77244898	-0.00552542
-726.73945578	-0.00606845
