# Menlo Systems GmbH ScanControl
# Program Version 1.14.3
# Start: -733.80000000 ps, Average over 3000 waveforms. Timestamp: 2025-11-05T15:52:25
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-726.14557823	0.00046668
-726.11258503	0.00023172
-726.07959184	-0.00005889
-726.04659864	-0.00041508
-726.01360544	-0.00071200
-725.98061224	-0.00106931
-725.94761905	-0.00143511
-725.91462585	-0.00175164
-725.88163265	-0.00204224
-725.84863946	-0.00237006
-725.81564626	-0.00254794
-725.78265306	-0.00272422
-725.74965986	-0.00290143
-725.71666667	-0.00297282
-725.68367347	-0.00292021
-725.65068027	-0.00290894
-725.61768707	-0.00284036
-725.58469388	-0.00263020
-725.55170068	-0.00249024
-725.51870748	-0.00222828
-725.48571429	-0.00195536
-725.45272109	-0.00168343
-725.41972789	-0.00134373
-725.38673469	-0.00102553
-725.35374150	-0.00073274
-725.32074830	-0.00048954
-725.28775510	-0.00016753
-725.25476190	0.00001642
-725.22176871	0.00023793
-725.18877551	0.00042863
-725.15578231	0.00054806
-725.12278912	0.00060865
-725.08979592	0.00066603
-725.05680272	0.00066036
-725.02380952	0.00061174
-724.99081633	0.00045795
-724.95782313	0.00026806
-724.92482993	0.00005814
-724.89183673	-0.00022636
-724.85884354	-0.00055540
-724.82585034	-0.00096931
-724.79285714	-0.00140914
-724.75986395	-0.00188771
-724.72687075	-0.00234218
-724.69387755	-0.00295260
-724.66088435	-0.00358843
-724.62789116	-0.00423908
-724.59489796	-0.00493484
-724.56190476	-0.00568894
-724.52891156	-0.00647583
-724.49591837	-0.00721018
-724.46292517	-0.00803540
-724.42993197	-0.00896812
-724.39693878	-0.00976218
-724.36394558	-0.01058387
-724.33095238	-0.01139226
-724.29795918	-0.01221852
-724.26496599	-0.01282943
-724.23197279	-0.01343930
-724.19897959	-0.01396898
-724.16598639	-0.01427806
-724.13299320	-0.01448816
-724.10000000	-0.01459284
-724.06700680	-0.01445102
-724.03401361	-0.01412455
-724.00102041	-0.01375471
-723.96802721	-0.01313489
-723.93503401	-0.01249743
-723.90204082	-0.01158823
-723.86904762	-0.01072997
-723.83605442	-0.00971444
-723.80306122	-0.00868935
-723.77006803	-0.00759145
-723.73707483	-0.00658901
-723.70408163	-0.00552298
-723.67108844	-0.00452781
-723.63809524	-0.00363048
-723.60510204	-0.00272112
-723.57210884	-0.00193040
-723.53911565	-0.00127505
-723.50612245	-0.00065031
-723.47312925	-0.00010105
-723.44013605	0.00032055
-723.40714286	0.00067648
-723.37414966	0.00100637
-723.34115646	0.00125808
-723.30816327	0.00152380
-723.27517007	0.00171949
-723.24217687	0.00197842
-723.20918367	0.00226035
-723.17619048	0.00257888
-723.14319728	0.00304311
-723.11020408	0.00344779
-723.07721088	0.00414738
-723.04421769	0.00476927
-723.01122449	0.00568937
-722.97823129	0.00674469
-722.94523810	0.00794814
-722.91224490	0.00944953
-722.87925170	0.01099904
-722.84625850	0.01303759
-722.81326531	0.01524744
-722.78027211	0.01772014
-722.74727891	0.02060691
-722.71428571	0.02380122
-722.68129252	0.02735821
-722.64829932	0.03129952
-722.61530612	0.03567501
-722.58231293	0.04046055
-722.54931973	0.04565692
-722.51632653	0.05135018
-722.48333333	0.05740224
-722.45034014	0.06394719
-722.41734694	0.07094629
-722.38435374	0.07842761
-722.35136054	0.08638589
-722.31836735	0.09483364
-722.28537415	0.10387615
-722.25238095	0.11336930
