0.00000000	-35.47692449
0.01480668	-32.92038404
0.02961336	-33.60081224
0.04442005	-33.99692017
0.05922673	-31.45841510
0.07403341	-31.50432275
0.08884009	-30.80144679
0.10364678	-28.17496345
0.11845346	-25.43767955
0.13326014	-22.30024305
0.14806682	-19.18030543
0.16287350	-16.44537675
0.17768019	-13.91537847
0.19248687	-12.38778699
0.20729355	-11.12739903
0.22210023	-9.56128685
0.23690691	-8.48569043
0.25171360	-7.41758650
0.26652028	-6.42963050
0.28132696	-5.82775024
0.29613364	-5.26597784
0.31094033	-4.92057547
0.32574701	-4.45418468
0.34055369	-3.97095409
0.35536037	-3.45180719
0.37016705	-2.52116079
0.38497374	-2.14719702
0.39978042	-1.90903779
0.41458710	-1.59543555
0.42939378	-1.87870301
0.44420046	-1.46930258
0.45900715	-1.00283023
0.47381383	-0.83808341
0.48862051	-0.15605574
0.50342719	-0.35587467
0.51823388	-0.21741400
0.53304056	-0.02634922
0.54784724	-3.41356062
0.56265392	-4.96515379
0.57746060	-0.80457855
0.59226729	-0.32134688
0.60707397	-0.40407791
0.62188065	 0.00000000
0.63668733	-0.15578819
0.65149401	-0.11954423
0.66630070	-0.41829803
0.68110738	-0.72956085
0.69591406	-0.96404861
0.71072074	-1.10934858
0.72552743	-0.73986444
0.74033411	-2.37564289
0.75514079	-4.52208800
0.76994747	-2.09760406
0.78475415	-1.72187474
0.79956084	-2.72351893
0.81436752	-2.49397390
0.82917420	-2.79130786
0.84398088	-3.00075196
0.85878756	-2.88878886
0.87359425	-3.27908247
0.88840093	-3.34970661
0.90320761	-3.65906719
0.91801429	-4.10660140
0.93282098	-4.21743207
0.94762766	-4.47788737
0.96243434	-4.77896419
0.97724102	-6.05534254
0.99204770	-7.24797919
1.00685439	-5.62629717
1.02166107	-5.12541554
1.03646775	-6.24414565
1.05127443	-6.09667949
1.06608111	-6.04745077
1.08088780	-9.17088787
1.09569448	-20.81058676
1.11050116	-15.27973593
1.12530784	-8.95482013
1.14011453	-8.64903096
1.15492121	-15.97692938
1.16972789	-15.28417883
1.18453457	-8.90533971
1.19934125	-10.55044667
1.21414794	-15.13565805
1.22895462	-12.14103368
1.24376130	-9.83032823
1.25856798	-8.04413186
1.27337466	-8.06492878
1.28818135	-8.54002660
1.30298803	-8.04153504
1.31779471	-9.15445052
1.33260139	-9.16293955
1.34740808	-8.37265363
1.36221476	-9.36273295
1.37702144	-8.25623321
1.39182812	-9.05337581
1.40663480	-20.44817124
1.42144149	-13.33089827
1.43624817	-9.09241944
1.45105485	-9.66074923
1.46586153	-9.69750090
1.48066821	-9.49767151
1.49547490	-9.52300943
1.51028158	-9.42908051
1.52508826	-9.51101028
1.53989494	-9.69275320
1.55470163	-10.41153383
1.56950831	-10.13021011
1.58431499	-11.31150504
1.59912167	-17.83179241
1.61392835	-13.54362398
1.62873504	-11.22788493
1.64354172	-15.25281644
1.65834840	-28.32846303
1.67315508	-45.32725879
1.68796176	-23.41910151
1.70276845	-20.09178686
1.71757513	-22.39196867
1.73238181	-17.89269494
1.74718849	-16.41401334
1.76199518	-16.28720894
1.77680186	-16.13606928
1.79160854	-21.49755092
1.80641522	-19.17809555
1.82122190	-14.86610109
1.83602859	-15.24496631
1.85083527	-17.77103912
1.86564195	-29.84284214
1.88044863	-19.85793263
1.89525531	-15.77117341
1.91006200	-21.26858523
1.92486868	-24.79363724
1.93967536	-17.21361798
1.95448204	-17.85584900
1.96928873	-17.76382953
1.98409541	-17.82694132
1.99890209	-18.69426525
2.01370877	-17.95671770
2.02851545	-21.55597514
2.04332214	-24.50555925
2.05812882	-20.68990352
2.07293550	-23.26125483
2.08774218	-21.48965817
2.10254886	-19.41366283
2.11735555	-20.17175967
2.13216223	-20.30517826
2.14696891	-23.18642281
2.16177559	-37.60163996
2.17658228	-30.55089135
2.19138896	-32.90034761
2.20619564	-45.10166166
2.22100232	-40.08464028
2.23580900	-31.98634151
2.25061569	-29.19892227
2.26542237	-34.27008198
2.28022905	-26.40966581
2.29503573	-23.49498180
2.30984241	-25.33882875
2.32464910	-27.59115034
2.33945578	-29.98714634
2.35426246	-37.06379425
2.36906914	-32.40566901
2.38387583	-34.92020141
2.39868251	-35.00459576
2.41348919	-29.27282060
2.42829587	-29.16918018
2.44310255	-31.56567339
2.45790924	-37.68663709
2.47271592	-35.31570054
2.48752260	-29.80726181
2.50232928	-29.57040713
2.51713596	-30.14297657
2.53194265	-29.24995319
2.54674933	-30.13642922
2.56155601	-31.55632991
2.57636269	-30.81313880
2.59116938	-31.45828224
2.60597606	-35.34135658
2.62078274	-43.33851404
2.63558942	-48.89333608
2.65039610	-47.32092922
2.66520279	-46.20084010
2.68000947	-43.18687959
2.69481615	-38.10042906
2.70962283	-34.73075837
2.72442951	-34.05340978
2.73923620	-36.31971611
2.75404288	-42.39944752
2.76884956	-50.63944366
2.78365624	-45.71843137
2.79846293	-39.87230574
2.81326961	-36.46002960
2.82807629	-35.45460432
2.84288297	-35.84564466
2.85768965	-37.52955299
2.87249634	-43.07830026
2.88730302	-45.68689787
2.90210970	-37.73656528
2.91691638	-35.78669436
2.93172306	-37.33230463
2.94652975	-42.27560239
2.96133643	-51.61511122
2.97614311	-55.54537923
2.99094979	-58.17376590
3.00575648	-76.01352290
3.02056316	-67.59639967
3.03536984	-59.96500714
3.05017652	-46.84120258
3.06498320	-40.68590265
3.07978989	-38.39382203
3.09459657	-39.31066256
3.10940325	-43.64300963
3.12420993	-52.12957197
3.13901661	-58.27427970
3.15382330	-57.33256814
3.16862998	-56.97862174
