# Frequency(Hz) Real(n) Imag(n)
1.200160941603869629e+12 1.999495197373694300e+00 -6.290722677559260761e-03
1.201740100737559082e+12 1.999565095278158289e+00 -5.993646114526495969e-03
1.203319259871248291e+12 1.999708832638858125e+00 -5.708227078567674681e-03
1.204898419004937500e+12 1.999934999586903572e+00 -5.451177326561143337e-03
1.206477578138626953e+12 2.000250707629719127e+00 -5.249394298022806195e-03
1.208056737272316162e+12 2.000652897901173510e+00 -5.144054505608616941e-03
1.209635896406005371e+12 2.001111486852417354e+00 -5.186428353964203306e-03
1.211215055539694824e+12 2.001555858129166143e+00 -5.411957330185626462e-03
1.212794214673384033e+12 2.001895636606579654e+00 -5.803250849333484868e-03
1.214373373807073486e+12 2.002070688849635349e+00 -6.291047275742678822e-03
1.215952532940762695e+12 2.002072167166581984e+00 -6.795795784627298337e-03
1.217531692074451904e+12 2.001924843100300944e+00 -7.257615350064484591e-03
1.219110851208141357e+12 2.001665665776601433e+00 -7.640464715128082208e-03
1.220690010341830566e+12 2.001332555910611877e+00 -7.926688506009115995e-03
1.222269169475520020e+12 2.000959927369232894e+00 -8.111541835077817550e-03
1.223848328609209229e+12 2.000576842994984172e+00 -8.199174942899635152e-03
1.225427487742898438e+12 2.000206235833860813e+00 -8.199496208566322761e-03
1.227006646876587891e+12 1.999864869568360293e+00 -8.125523112176964713e-03
1.228585806010277100e+12 1.999563956478138893e+00 -7.991218236796701624e-03
1.230164965143966309e+12 1.999310256121441309e+00 -7.809933914233620038e-03
1.231744124277655762e+12 1.999107394068847077e+00 -7.593515607699047668e-03
1.233323283411344971e+12 1.998957164429490341e+00 -7.351995737658116072e-03
1.234902442545034424e+12 1.998860675048474977e+00 -7.093747946012402168e-03
1.236481601678723633e+12 1.998819291070331516e+00 -6.825990504357745334e-03
1.238060760812412842e+12 1.998835382119736437e+00 -6.555607587125134722e-03
1.239639919946102295e+12 1.998912848870864734e+00 -6.290374467440673460e-03
1.241219079079791504e+12 1.999057243851332322e+00 -6.040803772542392876e-03
1.242798238213480957e+12 1.999274883862513841e+00 -5.822887292912253161e-03
1.244377397347170166e+12 1.999569497834229548e+00 -5.661605396112013092e-03
1.245956556480859375e+12 1.999934011076023976e+00 -5.593059979888291219e-03
1.247535715614548828e+12 2.000337234320080704e+00 -5.658290581840320563e-03
1.249114874748238037e+12 2.000716893891363313e+00 -5.880786042114507020e-03
1.250694033881927246e+12 2.000999701602494074e+00 -6.240630016859002524e-03
1.252273193015616699e+12 2.001138533113976603e+00 -6.679003438053896305e-03
1.253852352149305908e+12 2.001126604307304824e+00 -7.129692089657009221e-03
1.255431511282995361e+12 2.000984431146235476e+00 -7.541663623497523242e-03
1.257010670416684570e+12 2.000743472072277651e+00 -7.883170230023850769e-03
1.258589829550373779e+12 2.000436785993136901e+00 -8.138112175464135706e-03
1.260168988684063232e+12 2.000094867908311702e+00 -8.301789939564149096e-03
1.261748147817752441e+12 1.999743774170184230e+00 -8.377538925579504012e-03
1.263327306951441650e+12 1.999404273276860211e+00 -8.373994761133032524e-03
1.264906466085131104e+12 1.999091702956254268e+00 -8.302743703339998671e-03
1.266485625218820312e+12 1.998816439014526658e+00 -8.176375143401672096e-03
1.268064784352509766e+12 1.998584820715114230e+00 -8.007052374034316286e-03
1.269643943486198975e+12 1.998400307524578867e+00 -7.805661404869143616e-03
1.271223102619888184e+12 1.998264654353741454e+00 -7.581497776288107122e-03
1.272802261753577637e+12 1.998178965752429148e+00 -7.342392905404049146e-03
1.274381420887266846e+12 1.998144568287167022e+00 -7.095190035638453477e-03
1.275960580020956299e+12 1.998163679270708704e+00 -6.846542484338353877e-03
1.277539739154645508e+12 1.998239815544728293e+00 -6.604100303447708702e-03
1.279118898288334717e+12 1.998377728470085879e+00 -6.378242182624854588e-03
1.280698057422024170e+12 1.998582274712181972e+00 -6.184490058315689036e-03
1.282277216555713379e+12 1.998854964705581549e+00 -6.046239215671909278e-03
1.283856375689402588e+12 1.999186514330402398e+00 -5.995561095856471144e-03
1.285435534823092041e+12 1.999546356969045702e+00 -6.066347603271306753e-03
1.287014693956781250e+12 1.999879305450756872e+00 -6.275195691347910248e-03
1.288593853090470703e+12 2.000123530499961610e+00 -6.602374010848001580e-03
1.290173012224159912e+12 2.000239529316255815e+00 -6.996961774879381472e-03
1.291752171357849121e+12 2.000221024860182606e+00 -7.401629314092405577e-03
1.293331330491538574e+12 2.000085270252172087e+00 -7.770929048689698311e-03
1.294910489625227783e+12 1.999859995558347370e+00 -8.075613673723383221e-03
1.296489648758916992e+12 1.999575244872188184e+00 -8.300376762147782320e-03
1.298068807892606445e+12 1.999259288996663386e+00 -8.440558607663720472e-03
1.299647967026295654e+12 1.998936545503235074e+00 -8.499249105913205676e-03
1.301227126159985107e+12 1.998626523944052158e+00 -8.484743644223651307e-03
1.302806285293674316e+12 1.998343540259711837e+00 -8.408250230659417707e-03
1.304385444427363525e+12 1.998097107852379262e+00 -8.281945027167210080e-03
1.305964603561052979e+12 1.997892833524458789e+00 -8.117537582504767701e-03
1.307543762694742188e+12 1.997733570116996482e+00 -7.925428003198835281e-03
1.309122921828431641e+12 1.997620590793094397e+00 -7.714422196796616622e-03
1.310702080962120850e+12 1.997554627780443903e+00 -7.491903028953733785e-03
1.312281240095810059e+12 1.997536700770569329e+00 -7.264358820468668106e-03
1.313860399229499512e+12 1.997568698556925204e+00 -7.038228672874640227e-03
1.315439558363188721e+12 1.997653637937474524e+00 -6.821105594381262141e-03
1.317018717496877930e+12 1.997795363215966402e+00 -6.623395929892768492e-03
1.318597876630567383e+12 1.997997103737547020e+00 -6.460438373071493608e-03
1.320177035764256592e+12 1.998257810892802855e+00 -6.354472027467730245e-03
1.321756194897946045e+12 1.998565277868139756e+00 -6.334078668998284652e-03
1.323335354031635254e+12 1.998888131821805469e+00 -6.426394447684439203e-03
1.324914513165324463e+12 1.999176023181978845e+00 -6.640450275204760888e-03
1.326493672299013916e+12 1.999376852306435470e+00 -6.953993326110966683e-03
1.328072831432703125e+12 1.999459439572656594e+00 -7.320485230427564022e-03
1.329651990566392578e+12 1.999420647268245421e+00 -7.689445939526944572e-03
1.331231149700081787e+12 1.999277221972888929e+00 -8.020856720991556207e-03
1.332810308833770996e+12 1.999055196072158314e+00 -8.288899135207847269e-03
1.334389467967460449e+12 1.998782832635383810e+00 -8.480448872353231124e-03
1.335968627101149658e+12 1.998486694036989642e+00 -8.592399335296837734e-03
1.337547786234838867e+12 1.998189448659433376e+00 -8.628986890848615310e-03
1.339126945368528320e+12 1.997908761857781323e+00 -8.599231475420332158e-03
1.340706104502217529e+12 1.997657086488710876e+00 -8.514578769516653600e-03
1.342285263635906982e+12 1.997442209415087211e+00 -8.386955305321281903e-03
1.343864422769596191e+12 1.997268300141120001e+00 -8.227426539635675912e-03
1.345443581903285400e+12 1.997137154819226712e+00 -8.045511105276360528e-03
1.347022741036974854e+12 1.997049381813734481e+00 -7.849070527020877985e-03
1.348601900170664062e+12 1.997005381052777695e+00 -7.644635859347093804e-03
1.350181059304353271e+12 1.997006059367589126e+00 -7.438054638292387194e-03
1.351760218438042725e+12 1.997053254069798722e+00 -7.235410338138836654e-03
1.353339377571731934e+12 1.997149781956319980e+00 -7.044241773944606017e-03
1.354918536705421387e+12 1.997298860054942615e+00 -6.875113488675510184e-03
1.356497695839110596e+12 1.997502329568457968e+00 -6.743416305212300219e-03
1.358076854972799805e+12 1.997756794939177905e+00 -6.670570465098742304e-03
1.359656014106489258e+12 1.998047327253709371e+00 -6.682202650134960557e-03
1.361235173240178467e+12 1.998341720185786041e+00 -6.799638651032814674e-03
1.362814332373867920e+12 1.998593563371215742e+00 -7.025496339945939452e-03
1.364393491507557129e+12 1.998758660893120931e+00 -7.335240417229717605e-03
1.365972650641246338e+12 1.998812730814890637e+00 -7.685575928759920579e-03
1.367551809774935791e+12 1.998755529802162867e+00 -8.031440367801350941e-03
1.369130968908625000e+12 1.998603683237486273e+00 -8.337340113830381261e-03
1.370710128042314209e+12 1.998381946580052082e+00 -8.580443964482101921e-03
1.372289287176003662e+12 1.998117103447746290e+00 -8.749552963495957347e-03
1.373868446309692871e+12 1.997834242517459780e+00 -8.842891432814879715e-03
1.375447605443382324e+12 1.997554526480962878e+00 -8.865621772926239250e-03
1.377026764577071533e+12 1.997294073639201972e+00 -8.827293898686052603e-03
1.378605923710760742e+12 1.997063832204172051e+00 -8.739464475148140191e-03
1.380185082844450195e+12 1.996870259324014629e+00 -8.613788052153412492e-03
1.381764241978139404e+12 1.996716481884287742e+00 -8.460785767666212029e-03
1.383343401111828613e+12 1.996603588221637082e+00 -8.289313077232813437e-03
1.384922560245518066e+12 1.996531788429835474e+00 -8.106604292435520137e-03
1.386501719379207275e+12 1.996501308055881330e+00 -7.918727088338453277e-03
1.388080878512896729e+12 1.996512971452586660e+00 -7.731318046218911555e-03
1.389660037646585938e+12 1.996568449734784201e+00 -7.550544077103870343e-03
1.391239196780275146e+12 1.996670079118815888e+00 -7.384295147683735822e-03
1.392818355913964600e+12 1.996819985138791109e+00 -7.243592858202769352e-03
1.394397515047653809e+12 1.997017996520906946e+00 -7.143948625307689967e-03
1.395976674181343262e+12 1.997257744017184589e+00 -7.105657410443100112e-03
1.397555833315032471e+12 1.997521298796196110e+00 -7.150751943169678104e-03
1.399134992448721680e+12 1.997775891382783664e+00 -7.294295762073186792e-03
1.400714151582411133e+12 1.997979230882785284e+00 -7.532728874031651561e-03
1.402293310716100342e+12 1.998094308538037600e+00 -7.839463618003614936e-03
1.403872469849789551e+12 1.998102701669501213e+00 -8.173621924549926906e-03
1.405451628983479004e+12 1.998006803296023870e+00 -8.493870873319174508e-03
1.407030788117168213e+12 1.997823950342088262e+00 -8.767508837796780113e-03
1.408609947250857666e+12 1.997579317464328597e+00 -8.973500771825376754e-03
1.410189106384546875e+12 1.997300382844366951e+00 -9.102264370040476227e-03
1.411768265518236084e+12 1.997012929497439471e+00 -9.154063503831222012e-03
1.413347424651925537e+12 1.996738279611239397e+00 -9.136585635315126047e-03
1.414926583785614746e+12 1.996491818299811705e+00 -9.062032477579223810e-03
1.416505742919304199e+12 1.996282861764134831e+00 -8.944249816269435327e-03
1.418084902052993408e+12 1.996115618642564593e+00 -8.796460300272623475e-03
1.419664061186682617e+12 1.995990737882513466e+00 -8.629918650478126535e-03
1.421243220320372070e+12 1.995906924245098191e+00 -8.453476251413755832e-03
1.422822379454061279e+12 1.995862277730806156e+00 -8.273827066583408149e-03
1.424401538587750488e+12 1.995855220525956986e+00 -8.096166090155638290e-03
1.425980697721439941e+12 1.995885006153649499e+00 -7.925064676046150378e-03
1.427559856855129150e+12 1.995951831337351434e+00 -7.765468705742678904e-03
1.429139015988818604e+12 1.996056503288469619e+00 -7.623790178824903750e-03
1.430718175122507812e+12 1.996199474469273705e+00 -7.509027277626779788e-03
1.432297334256197021e+12 1.996378904822921241e+00 -7.433606211090956935e-03
1.433876493389886475e+12 1.996587496722864952e+00 -7.413060361668969908e-03
1.435455652523575684e+12 1.996808789049474786e+00 -7.462951205862372941e-03
1.437034811657264893e+12 1.997015794433207203e+00 -7.591992212243015362e-03
1.438613970790954346e+12 1.997176038368193796e+00 -7.794140392203521145e-03
1.440193129924643555e+12 1.997262499491073262e+00 -8.046531705153703654e-03
1.441772289058333008e+12 1.997262819146256696e+00 -8.316376976255429251e-03
1.443351448192022217e+12 1.997180693466264145e+00 -8.571234080606372763e-03
1.444930607325711426e+12 1.997031312606019959e+00 -8.785994689520312470e-03
1.446509766459400879e+12 1.996835556358009356e+00 -8.945266218822401499e-03
1.448088925593090088e+12 1.996615353871272536e+00 -9.042898951768072943e-03
1.449668084726779541e+12 1.996390552666443163e+00 -9.080222463406487435e-03
1.451247243860468750e+12 1.996177102776298229e+00 -9.063778502059870873e-03
1.452826402994157959e+12 1.995986375364395160e+00 -9.003004409070756650e-03
1.454405562127847412e+12 1.995825403184996016e+00 -8.908235093012138381e-03
1.455984721261536621e+12 1.995697729863161074e+00 -8.789280604868054958e-03
1.457563880395225830e+12 1.995604513442468919e+00 -8.654659485702400484e-03
1.459143039528915283e+12 1.995545592111120259e+00 -8.511407996803046702e-03
1.460722198662604492e+12 1.995520338255300175e+00 -8.365307502825651553e-03
1.462301357796293945e+12 1.995528232037354188e+00 -8.221377290664215118e-03
1.463880516929983154e+12 1.995569137419824779e+00 -8.084529005304106133e-03
1.465459676063672363e+12 1.995643253351600643e+00 -7.960327140238414312e-03
1.467038835197361816e+12 1.995750647985463200e+00 -7.855805437379599979e-03
1.468617994331051025e+12 1.995890189134357451e+00 -7.780195390051506017e-03
1.470197153464740234e+12 1.996057653232204299e+00 -7.745150417470592075e-03
1.471776312598429688e+12 1.996243098076108780e+00 -7.763588885469196316e-03
1.473355471732118896e+12 1.996428630255227876e+00 -7.846064553556703763e-03
1.474934630865808350e+12 1.996589181913803746e+00 -7.994823898003969656e-03
1.476513789999497559e+12 1.996698437839902196e+00 -8.198875367775195280e-03
1.478092949133186768e+12 1.996737635909139774e+00 -8.434793072143408760e-03
1.479672108266876221e+12 1.996701285871634868e+00 -8.673572100628279199e-03
1.481251267400565430e+12 1.996596789773172231e+00 -8.888635218612406588e-03
1.482830426534254883e+12 1.996440135903867263e+00 -9.060803111224998915e-03
1.484409585667944092e+12 1.996250961779457933e+00 -9.179729380582965503e-03
1.485988744801633301e+12 1.996048639276396974e+00 -9.243074818536523712e-03
1.487567903935322754e+12 1.995849734309550483e+00 -9.254591005963874739e-03
1.489147063069011963e+12 1.995666754985523816e+00 -9.221856009809639709e-03
1.490726222202701172e+12 1.995507970251295227e+00 -9.154163529982146594e-03
1.492305381336390625e+12 1.995377980569206899e+00 -9.060898196415763384e-03
1.493884540470079834e+12 1.995278671940874382e+00 -8.950538622850664344e-03
1.495463699603769287e+12 1.995210229634746257e+00 -8.830251104091413339e-03
1.497042858737458496e+12 1.995172000344884289e+00 -8.705931215836992462e-03
1.498622017871147705e+12 1.995163107627568877e+00 -8.582531034622512336e-03
1.500201177004837158e+12 1.995182799832153409e+00 -8.464545263895581137e-03
1.501780336138526367e+12 1.995230530010068559e+00 -8.356578222455246854e-03
1.503359495272215820e+12 1.995305741755969864e+00 -8.263940834723655648e-03
1.504938654405905029e+12 1.995407282034188157e+00 -8.193201576643228609e-03
1.506517813539594238e+12 1.995532322579016915e+00 -8.152500411644844971e-03
1.508096972673283691e+12 1.995674751915219147e+00 -8.151205550117317927e-03
1.509676131806972900e+12 1.995823403128778262e+00 -8.198256755434975979e-03
1.511255290940662109e+12 1.995961310223859808e+00 -8.298761499806994388e-03
1.512834450074351562e+12 1.996067770871263303e+00 -8.449754428288887287e-03
1.514413609208040771e+12 1.996123736097612067e+00 -8.637921214004895196e-03
1.515992768341730225e+12 1.996117961322690482e+00 -8.841800303776891148e-03
1.517571927475419434e+12 1.996050094567507704e+00 -9.037545509816643022e-03
1.519151086609108643e+12 1.995929485253139957e+00 -9.204738376979151523e-03
1.520730245742798096e+12 1.995771479517078006e+00 -9.329765626337412771e-03
1.522309404876487305e+12 1.995593407555368737e+00 -9.406554847639525541e-03
1.523888564010176514e+12 1.995411455430001313e+00 -9.435548466165512640e-03
1.525467723143865967e+12 1.995238762513795949e+00 -9.421828724686573051e-03
1.527046882277555176e+12 1.995084678339179796e+00 -9.373073835850301294e-03
1.528626041411244629e+12 1.994954917638253278e+00 -9.297804043981814509e-03
1.530205200544933838e+12 1.994852260175853154e+00 -9.204160596523201787e-03
1.531784359678623047e+12 1.994777450919343442e+00 -9.099259108970804769e-03
1.533363518812312500e+12 1.994730047048140831e+00 -8.989018890502305237e-03
1.534942677946001709e+12 1.994709075859833369e+00 -8.878315744198138348e-03
1.536521837079691162e+12 1.994713460273559003e+00 -8.771319185466256579e-03
1.538100996213380371e+12 1.994742214428821603e+00 -8.671917728610371162e-03
1.539680155347069580e+12 1.994794414155002471e+00 -8.584174046607211117e-03
1.541259314480759033e+12 1.994868920476677188e+00 -8.512761918104082975e-03
1.542838473614448242e+12 1.994963800649234287e+00 -8.463299154558732648e-03
1.544417632748137451e+12 1.995075393355823845e+00 -8.442386918974311219e-03
1.545996791881826904e+12 1.995197091445718440e+00 -8.457009567082942811e-03
1.547575951015516113e+12 1.995318281780420699e+00 -8.512880287691322601e-03
1.549155110149205566e+12 1.995424421536206694e+00 -8.611688962401744390e-03
1.550734269282894775e+12 1.995499321640264112e+00 -8.748276400191211041e-03
1.552313428416583984e+12 1.995529476137460012e+00 -8.909766665298230956e-03
1.553892587550273438e+12 1.995508308110809370e+00 -9.077965133357198887e-03
1.555471746683962646e+12 1.995437863751962748e+00 -9.233942207998351373e-03
1.557050905817651855e+12 1.995327426720230557e+00 -9.362310620513666914e-03
1.558630064951341309e+12 1.995190410487697408e+00 -9.453553419337970554e-03
1.560209224085030518e+12 1.995041140151675885e+00 -9.504298154012286864e-03
1.561788383218719971e+12 1.994892445860083630e+00 -9.516227408478549962e-03
1.563367542352409180e+12 1.994754332643052797e+00 -9.494395571426634400e-03
1.564946701486098389e+12 1.994633615656017378e+00 -9.445537592884712189e-03
1.566525860619787842e+12 1.994534235253434096e+00 -9.376725289448105058e-03
1.568105019753477051e+12 1.994457924812365501e+00 -9.294510858550101423e-03
1.569684178887166504e+12 1.994404957402700740e+00 -9.204533005084768529e-03
1.571263338020855713e+12 1.994374797006112754e+00 -9.111473574575036996e-03
1.572842497154544922e+12 1.994366575843401268e+00 -9.019236137217268717e-03
1.574421656288234375e+12 1.994379381557306763e+00 -8.931243642804800875e-03
1.576000815421923584e+12 1.994412361162952285e+00 -8.850788506741695538e-03
1.577579974555612793e+12 1.994464641852280895e+00 -8.781392729948924933e-03
1.579159133689302246e+12 1.994535046086257424e+00 -8.727133169926086856e-03
1.580738292822991455e+12 1.994621560154476780e+00 -8.692845523508628200e-03
1.582317451956680908e+12 1.994720539999129683e+00 -8.684033432715988765e-03
1.583896611090370117e+12 1.994825773425941806e+00 -8.706206626813125030e-03
1.585475770224059326e+12 1.994927821223810405e+00 -8.763387548396697063e-03
1.587054929357748779e+12 1.995014406538372365e+00 -8.855907350014874391e-03
1.588634088491437988e+12 1.995072514802166186e+00 -8.978419407282828626e-03
1.590213247625127441e+12 1.995091833320425279e+00 -9.119609823087782702e-03
1.591792406758816650e+12 1.995067853920850398e+00 -9.264339852663854361e-03
1.593371565892505859e+12 1.995002942980805383e+00 -9.397257970377088585e-03
1.594950725026195312e+12 1.994905121027710448e+00 -9.506059319195256027e-03
1.596529884159884521e+12 1.994785584169844528e+00 -9.583229645887694423e-03
1.598109043293573730e+12 1.994656167671359670e+00 -9.626208487048763113e-03
1.599688202427263184e+12 1.994527456276079524e+00 -9.636498353426933838e-03
1.601267361560952393e+12 1.994407745002188648e+00 -9.618321525784893911e-03
1.602846520694641846e+12 1.994302754712562464e+00 -9.577282427445843807e-03
1.604425679828331055e+12 1.994215872967562531e+00 -9.519305867077229935e-03
1.606004838962020264e+12 1.994148667045991807e+00 -9.449952245585641411e-03
1.607583998095709717e+12 1.994101461742486592e+00 -9.374089095702068178e-03
1.609163157229398926e+12 1.994073849470060056e+00 -9.295835832026358089e-03
1.610742316363088135e+12 1.994065069521605782e+00 -9.218686544872895308e-03
1.612321475496777588e+12 1.994074238050439485e+00 -9.145732304514490180e-03
1.613900634630466797e+12 1.994100427769118555e+00 -9.079927549469258077e-03
1.615479793764156250e+12 1.994142593669058883e+00 -9.024358602237117499e-03
1.617058952897845459e+12 1.994199330084379662e+00 -8.982465577058533143e-03
1.618638112031534668e+12 1.994268443099354915e+00 -8.958135120777506802e-03
1.620217271165224121e+12 1.994346360997228729e+00 -8.955523869658373048e-03
1.621796430298913330e+12 1.994427525335225937e+00 -8.978428330151666525e-03
1.623375589432602783e+12 1.994504114800859762e+00 -9.029089437891794565e-03
1.624954748566291992e+12 1.994566619177428057e+00 -9.106643853013492509e-03
1.626533907699981201e+12 1.994605577457517542e+00 -9.205950584475269469e-03
1.628113066833670654e+12 1.994614048223483538e+00 -9.317734814074928387e-03
1.629692225967359863e+12 1.994589628143285331e+00 -9.430368600829720782e-03
1.631271385101049072e+12 1.994534962550591928e+00 -9.532522100822863817e-03
1.632850544234738525e+12 1.994456666815847434e+00 -9.615440119934521787e-03
1.634429703368427734e+12 1.994363414889153585e+00 -9.674067882335138716e-03
1.636008862502117188e+12 1.994264066570015315e+00 -9.707007001243774316e-03
1.637588021635806396e+12 1.994166351303899409e+00 -9.715722340867451873e-03
1.639167180769495605e+12 1.994076234181240581e+00 -9.703483086273256494e-03
1.640746339903185059e+12 1.993997845524307699e+00 -9.674391552983439488e-03
1.642325499036874268e+12 1.993933761795613879e+00 -9.632681595672983738e-03
1.643904658170563477e+12 1.993885432550069448e+00 -9.582328201182793714e-03
1.645483817304252930e+12 1.993853603626078996e+00 -9.526925799974784656e-03
1.647062976437942139e+12 1.993838649701751731e+00 -9.469761335416373646e-03
1.648642135571631592e+12 1.993840775661604781e+00 -9.414010646887807643e-03
1.650221294705320801e+12 1.993860068290044030e+00 -9.363001883341010717e-03
1.651800453839010010e+12 1.993896380769494936e+00 -9.320499990708329061e-03
1.653379612972699463e+12 1.993949021373505825e+00 -9.290958426992096397e-03
1.654958772106388672e+12 1.994016210601156303e+00 -9.279646718953848614e-03
1.656537931240078125e+12 1.994094298864389936e+00 -9.292489566680566318e-03
1.658117090373767334e+12 1.994176853248040393e+00 -9.335367428999373149e-03
1.659696249507456543e+12 1.994253976695378849e+00 -9.412628575298566738e-03
1.661275408641145996e+12 1.994312545623743160e+00 -9.524843376335880712e-03
1.662854567774835205e+12 1.994338089779323253e+00 -9.666503917555966871e-03
1.664433726908524414e+12 1.994318328917715100e+00 -9.825039462398581919e-03
1.666012886042213867e+12 1.994247131703136056e+00 -9.982302244910722100e-03
1.667592045175903076e+12 1.994127030936440281e+00 -1.011836039475251178e-02
1.669171204309592529e+12 1.993969131415568086e+00 -1.021613544943674942e-02
1.670750363443281738e+12 1.993790535472376391e+00 -1.026517097566703556e-02
1.672329522576970947e+12 1.993610304841411329e+00 -1.026338924777766767e-02
1.673908681710660400e+12 1.993445321907138634e+00 -1.021648351657386197e-02
1.675487840844349609e+12 1.993307330538105271e+00 -1.013539651235486477e-02
1.677066999978039062e+12 1.993201897350756369e+00 -1.003297465424456483e-02
1.678646159111728271e+12 1.993129197446571244e+00 -9.921028790289200538e-03
1.680225318245417480e+12 1.993085862214580617e+00 -9.808585440115128243e-03
1.681804477379106934e+12 1.993066984446885348e+00 -9.701426787635277285e-03
1.683383636512796143e+12 1.993067678378427132e+00 -9.602539259767409185e-03
1.684962795646485352e+12 1.993084003997869003e+00 -9.512979851489692523e-03
1.686541954780174805e+12 1.993113337405310936e+00 -9.432800336656554929e-03
1.688121113913864014e+12 1.993154357342330929e+00 -9.361853696034743572e-03
1.689700273047553467e+12 1.993206790498763592e+00 -9.300438392139887683e-03
1.691279432181242676e+12 1.993270989402056159e+00 -9.249792654163209449e-03
1.692858591314931885e+12 1.993347350528884121e+00 -9.212444855758590914e-03
1.694437750448621338e+12 1.993435542094923685e+00 -9.192369630909833639e-03
1.696016909582310547e+12 1.993533533128231561e+00 -9.194803563535094981e-03
1.697596068715999756e+12 1.993636549547289638e+00 -9.225481048354576205e-03
1.699175227849689209e+12 1.993736355880421751e+00 -9.289086178451318176e-03
1.700754386983378418e+12 1.993821532227377791e+00 -9.387070469681254789e-03
1.702333546117067871e+12 1.993879278575875658e+00 -9.515644601546540196e-03
1.703912705250757080e+12 1.993898444144825088e+00 -9.665143981425450628e-03
1.705491864384446289e+12 1.993872514201965540e+00 -9.821391528021373649e-03
1.707071023518135742e+12 1.993801253716859456e+00 -9.968480158278140643e-03
1.708650182651824951e+12 1.993690629553660276e+00 -1.009177613479461319e-02
1.710229341785514404e+12 1.993551450430818051e+00 -1.018027541696860973e-02
1.711808500919203613e+12 1.993397318928188611e+00 -1.022800964016729909e-02
1.713387660052892822e+12 1.993242338062173102e+00 -1.023445657517490885e-02
1.714966819186582275e+12 1.993098957005543292e+00 -1.020397322498590997e-02
1.716545978320271484e+12 1.992976367032178064e+00 -1.014440167904747704e-02
1.718125137453960693e+12 1.992879773763451823e+00 -1.006522179382633546e-02
1.719704296587650146e+12 1.992810608681607754e+00 -9.975765960435239305e-03
1.721283455721339355e+12 1.992767436884683274e+00 -9.883934665008383899e-03
1.722862614855028809e+12 1.992747151021338592e+00 -9.795603662956868171e-03
1.724441773988718018e+12 1.992746072649524747e+00 -9.714655254887124419e-03
1.726020933122407227e+12 1.992760734011640444e+00 -9.643419980729435459e-03
1.727600092256096680e+12 1.992788271499045472e+00 -9.583295616954274482e-03
1.729179251389785889e+12 1.992826461646310277e+00 -9.535361581692245597e-03
1.730758410523475098e+12 1.992873467679094901e+00 -9.500865898415991606e-03
1.732337569657164551e+12 1.992927371049192597e+00 -9.481492978531437521e-03
1.733916728790853760e+12 1.992985579727645229e+00 -9.479321290237954084e-03
1.735495887924543213e+12 1.993044267085904098e+00 -9.496383096104616187e-03
1.737075047058232422e+12 1.993098098050511746e+00 -9.533810668416747500e-03
1.738654206191921631e+12 1.993140555245267898e+00 -9.590755916712913332e-03
1.740233365325611084e+12 1.993165025695882830e+00 -9.663545165193887163e-03
1.741812524459300293e+12 1.993166393620382948e+00 -9.745624051130283641e-03
1.743391683592989746e+12 1.993142477762397835e+00 -9.828523432223488371e-03
1.744970842726678955e+12 1.993094663676955536e+00 -9.903505662370684290e-03
1.746550001860368164e+12 1.993027535921625848e+00 -9.963218807840673943e-03
1.748129160994057617e+12 1.992947796109699521e+00 -1.000281502007216439e-02
1.749708320127746826e+12 1.992862935068976160e+00 -1.002034534508165244e-02
1.751287479261436035e+12 1.992780045031561809e+00 -1.001652936724763826e-02
1.752866638395125488e+12 1.992704987598598265e+00 -9.994125463982653917e-03
1.754445797528814697e+12 1.992641980732308138e+00 -9.957142991381480804e-03
1.756024956662504150e+12 1.992593559003529746e+00 -9.910095490201317747e-03
1.757604115796193359e+12 1.992560797482693769e+00 -9.857424357301700427e-03
1.759183274929882568e+12 1.992543669234573267e+00 -9.803147210998466865e-03
1.760762434063572021e+12 1.992541420318584944e+00 -9.750723368780135972e-03
1.762341593197261230e+12 1.992552878047681331e+00 -9.703090690045124492e-03
1.763920752330950684e+12 1.992576641649870250e+00 -9.662811923776845266e-03
1.765499911464639893e+12 1.992611130110560014e+00 -9.632265061093043049e-03
1.767079070598329102e+12 1.992654479841612147e+00 -9.613809776051385550e-03
1.768658229732018555e+12 1.992704303394878140e+00 -9.609853289496960924e-03
1.770237388865707764e+12 1.992757354737864306e+00 -9.622725654424730060e-03
1.771816547999396973e+12 1.992809211757247345e+00 -9.654275875170988119e-03
1.773395707133086426e+12 1.992854177667640725e+00 -9.705158898283321178e-03
1.774974866266775635e+12 1.992885660189299468e+00 -9.773943361309057540e-03
1.776554025400465088e+12 1.992897191264933365e+00 -9.856401172041602196e-03
1.778133184534154297e+12 1.992883930228280587e+00 -9.945465241549796345e-03
1.779712343667843506e+12 1.992844108804591841e+00 -1.003214223350683450e-02
1.781291502801532959e+12 1.992779770799042893e+00 -1.010718126998765530e-02
1.782870661935222168e+12 1.992696479247802799e+00 -1.016289314909475661e-02
1.784449821068911377e+12 1.992602152074693711e+00 -1.019449153894964530e-02
1.786028980202600830e+12 1.992505495781817126e+00 -1.020062013085036232e-02
1.787608139336290039e+12 1.992414533915993324e+00 -1.018307768775274583e-02
1.789187298469979492e+12 1.992335573699330009e+00 -1.014598829681170704e-02
1.790766457603668701e+12 1.992272742128554652e+00 -1.009475267547469551e-02
1.792345616737357910e+12 1.992228033161277612e+00 -1.003508119958509449e-02
1.793924775871047363e+12 1.992201690621354659e+00 -9.972295885660790310e-03
