# Frequency(Hz) Real(n) Imag(n)
6.016596299356241455e+11 2.018540935639953737e+00 2.896903513740955310e-03
6.032387890693134766e+11 2.019094552700103407e+00 4.481731278087161020e-03
6.048179482030026855e+11 2.020196150054210271e+00 6.263048503966546672e-03
6.063971073366920166e+11 2.022406157661979176e+00 8.174047580076131483e-03
6.079762664703813477e+11 2.026751463624604011e+00 8.623871962052451559e-03
6.095554256040706787e+11 2.029847829646675095e+00 5.735684873822942398e-03
6.111345847377600098e+11 2.030781443596744396e+00 2.771923189099048408e-03
6.127137438714492188e+11 2.030750936996233769e+00 2.750887327224267251e-04
6.142929030051385498e+11 2.030169591627537962e+00 -1.803112219067820902e-03
6.158720621388278809e+11 1.994420599678819572e+00 3.823231692129182985e-02
6.174512212725172119e+11 1.989329160291342991e+00 3.920317336189600710e-02
6.190303804062064209e+11 1.984304376185879848e+00 4.003461301125716548e-02
6.206095395398957520e+11 1.979323314650685450e+00 4.077235475343951587e-02
6.221886986735850830e+11 1.974379299336874727e+00 4.145229358745539799e-02
6.237678578072744141e+11 2.022259597838710565e+00 -6.632183188495371917e-03
6.253470169409636230e+11 2.020951693867436116e+00 -6.336665327553127856e-03
6.269261760746529541e+11 2.019787491436175308e+00 -5.830153953885085748e-03
6.285053352083422852e+11 2.018783862994526501e+00 -5.158511924104986282e-03
6.300844943420316162e+11 2.017945710416253480e+00 -4.359707769056580563e-03
6.316636534757208252e+11 2.017271458201849832e+00 -3.461442218987871577e-03
6.332428126094101562e+11 2.016758261734522328e+00 -2.480812647454637421e-03
6.348219717430994873e+11 2.016406619600966010e+00 -1.424995244263845126e-03
6.364011308767888184e+11 2.016224992438198971e+00 -2.920611466708823429e-04
6.379802900104781494e+11 2.016236007210331138e+00 9.285996269719382383e-04
6.395594491441673584e+11 2.016487733443875108e+00 2.256184050612564107e-03
6.411386082778566895e+11 2.017079174890387350e+00 3.716470031960986305e-03
6.427177674115460205e+11 2.018229244307632175e+00 5.321344790244310514e-03
6.442969265452353516e+11 2.020477881036681467e+00 6.880981770923055851e-03
6.458760856789245605e+11 2.024259788676755711e+00 6.758844132536283994e-03
6.474552448126138916e+11 2.026701330609834262e+00 4.236575910049869900e-03
6.490344039463032227e+11 2.027472931104041809e+00 1.657178832091241432e-03
6.506135630799925537e+11 2.027412107636053840e+00 -5.571223367294353065e-04
6.521927222136817627e+11 2.026853659333880397e+00 -2.411716929630605081e-03
6.537718813473710938e+11 1.993011544128872714e+00 3.617980459921726205e-02
6.553510404810604248e+11 1.988202004557266145e+00 3.706334397824311705e-02
6.569301996147497559e+11 1.983454429263217467e+00 3.782646775251285315e-02
6.585093587484389648e+11 1.978748615062192240e+00 3.850942639975102333e-02
6.600885178821282959e+11 2.020833971628557268e+00 -6.625787762566118927e-03
6.616676770158176270e+11 2.019546627940795425e+00 -6.540831792270824889e-03
6.632468361495069580e+11 2.018369475587470152e+00 -6.222124792661072080e-03
6.648259952831962891e+11 2.017330933394567261e+00 -5.715715924301560322e-03
6.664051544168854980e+11 2.016444360426439264e+00 -5.063804502676872224e-03
6.679843135505748291e+11 2.015712745171218678e+00 -4.300462432490722610e-03
6.695634726842641602e+11 2.015134010115481544e+00 -3.449883584848986023e-03
6.711426318179534912e+11 2.014705873209388098e+00 -2.526437328660056068e-03
6.727217909516427002e+11 2.014430150051299773e+00 -1.535551549483954665e-03
6.743009500853320312e+11 2.014317228505920099e+00 -4.746829315075290229e-04
6.758801092190213623e+11 2.014392410987937421e+00 6.659198311226764916e-04
6.774592683527106934e+11 2.014707844483820676e+00 1.902063121869608433e-03
6.790384274863999023e+11 2.015369747451539961e+00 3.249894025744822206e-03
6.806175866200892334e+11 2.016609910869652023e+00 4.689325685396624269e-03
6.821967457537785645e+11 2.018941213541794788e+00 5.895382907000343981e-03
6.837759048874678955e+11 2.022259566297200717e+00 5.274879489778599301e-03
6.853550640211571045e+11 2.024175780472113662e+00 2.952630509823478064e-03
6.869342231548464355e+11 2.024765066926924817e+00 6.420188395514683354e-04
6.885133822885357666e+11 2.024640951877364703e+00 -1.359633177081832119e-03
6.900925414222250977e+11 2.024070926145678406e+00 -3.041026382143795833e-03
6.916717005559143066e+11 1.991767882182649441e+00 3.437996128122818712e-02
6.932508596896036377e+11 1.987217375203752079e+00 3.517823322887669163e-02
6.948300188232929688e+11 1.982721246833082596e+00 3.587285124050153956e-02
6.964091779569822998e+11 1.978262588084062745e+00 3.649983473932907202e-02
6.979883370906716309e+11 2.018338404980850598e+00 -6.712958977880249638e-03
6.995674962243608398e+11 2.017148734127616638e+00 -6.578667631916549317e-03
7.011466553580501709e+11 2.016072925303603380e+00 -6.231680504125486873e-03
7.027258144917395020e+11 2.015135021567499685e+00 -5.716800851434306920e-03
7.043049736254288330e+11 2.014344969082804582e+00 -5.074007022928527302e-03
7.058841327591180420e+11 2.013703556327591571e+00 -4.334761064011726818e-03
7.074632918928073730e+11 2.013207636414917179e+00 -3.520800770211807672e-03
7.090424510264967041e+11 2.012854746790739391e+00 -2.644568007162645829e-03
7.106216101601860352e+11 2.012647176341132660e+00 -1.710329867581044782e-03
7.122007692938752441e+11 2.012596324279018578e+00 -7.153853312587616546e-04
7.137799284275645752e+11 2.012729132984794056e+00 3.486776600317070601e-04
7.153590875612539062e+11 2.013100423889627066e+00 1.493422092450363880e-03
7.169382466949432373e+11 2.013820757534544370e+00 2.723177180102246287e-03
7.185174058286324463e+11 2.015123890611887347e+00 3.979969579836897982e-03
7.200965649623217773e+11 2.017433013111739726e+00 4.820678281637188513e-03
7.216757240960111084e+11 2.020241707919612661e+00 3.921121838917566993e-03
7.232548832297004395e+11 2.021768642705361163e+00 1.830271256110702809e-03
7.248340423633897705e+11 2.022220192184561949e+00 -2.271804037903516903e-04
7.264132014970789795e+11 2.022055324356432759e+00 -2.019045468027915163e-03
7.279923606307683105e+11 2.021494717005124730e+00 -3.522312896830861410e-03
7.295715197644576416e+11 2.020661258768624791e+00 -4.733675661085281691e-03
7.311506788981469727e+11 1.986314491064663956e+00 3.347101634680568066e-02
7.327298380318361816e+11 1.982042158950714894e+00 3.411623298385109415e-02
7.343089971655255127e+11 1.977807716962071805e+00 3.470434330382639321e-02
7.358881562992148438e+11 2.016214182056972337e+00 -6.686208414608424758e-03
7.374673154329041748e+11 2.015148036498275452e+00 -6.536318100887863330e-03
7.390464745665933838e+11 2.014189560105720478e+00 -6.199488603882944045e-03
7.406256337002827148e+11 2.013358231457632375e+00 -5.715394423600525693e-03
7.422047928339720459e+11 2.012661942393717318e+00 -5.118656656225756101e-03
7.437839519676613770e+11 2.012101459226934619e+00 -4.436158323718490323e-03
7.453631111013505859e+11 2.011674929113152821e+00 -3.686356104490249794e-03
7.469422702350399170e+11 2.011381873949729115e+00 -2.879853436738151647e-03
7.485214293687292480e+11 2.011226869407958695e+00 -2.020529102886602958e-03
7.501005885024185791e+11 2.011223774572390433e+00 -1.106884823641605259e-03
7.516797476361079102e+11 2.011402260774653783e+00 -1.339683373054699207e-04
7.532589067697971191e+11 2.011820309836687137e+00 9.019136315557583833e-04
7.548380659034864502e+11 2.012590910193128746e+00 1.985924085949872676e-03
7.564172250371757812e+11 2.013933307633736902e+00 3.007221574776030616e-03
7.579963841708651123e+11 2.016101030662605709e+00 3.438243799236251948e-03
7.595755433045543213e+11 2.018350131600007646e+00 2.390766801167440447e-03
7.611547024382436523e+11 2.019530915533401139e+00 5.483667464221554221e-04
7.627338615719329834e+11 2.019850556782354811e+00 -1.263308717440980635e-03
7.643130207056223145e+11 2.019638888462305104e+00 -2.852888616014207998e-03
7.658921798393115234e+11 2.019075246999860074e+00 -4.184700174212309040e-03
7.674713389730008545e+11 2.018269004324542149e+00 -5.247242910081588267e-03
7.690504981066901855e+11 2.017303042022962956e+00 -6.034737255868173958e-03
7.706296572403795166e+11 2.016249916877056680e+00 -6.548836744703851256e-03
7.722088163740687256e+11 2.015175112081110775e+00 -6.802329317362036144e-03
7.737879755077580566e+11 2.014134571872120638e+00 -6.820027757039819061e-03
7.753671346414473877e+11 2.013171207047822264e+00 -6.635922513231306240e-03
7.769462937751367188e+11 2.012313334469793435e+00 -6.287902004778687590e-03
7.785254529088259277e+11 2.011575989171330292e+00 -5.812256734198842367e-03
7.801046120425152588e+11 2.010964388796274704e+00 -5.239694339106247024e-03
7.816837711762045898e+11 2.010478214992271084e+00 -4.593433631052749183e-03
7.832629303098939209e+11 2.010115695220374477e+00 -3.889010925178543188e-03
7.848420894435832520e+11 2.009877157451263496e+00 -3.135095399225521200e-03
7.864212485772724609e+11 2.009768374294626181e+00 -2.334755027059731182e-03
7.880004077109617920e+11 2.009804576377946184e+00 -1.487040507660184526e-03
7.895795668446511230e+11 2.010016795043852333e+00 -5.895690501072219395e-04
7.911587259783404541e+11 2.010463799905154225e+00 3.549080593544522589e-04
7.927378851120296631e+11 2.011255565270575918e+00 1.316010385078143470e-03
7.943170442457189941e+11 2.012583412111761838e+00 2.147195260605372098e-03
7.958962033794083252e+11 2.014558212739927967e+00 2.324065154972269551e-03
7.974753625130976562e+11 2.016422990157153095e+00 1.276119819545261770e-03
7.990545216467868652e+11 2.017392788413482130e+00 -3.619131690889038511e-04
8.006336807804761963e+11 2.017638058848031601e+00 -1.977688137909920912e-03
8.022128399141655273e+11 2.017413209187563172e+00 -3.403681767930296156e-03
8.037919990478548584e+11 2.016869778275218295e+00 -4.597994723266091328e-03
8.053711581815440674e+11 2.016106214458920132e+00 -5.544355261356378323e-03
8.069503173152333984e+11 2.015199777940651860e+00 -6.235019428790782026e-03
8.085294764489227295e+11 2.014218883022112383e+00 -6.671258199056500672e-03
8.101086355826120605e+11 2.013225071242864761e+00 -6.865924861954315894e-03
8.116877947163013916e+11 2.012270332966489939e+00 -6.843554021054317101e-03
8.132669538499906006e+11 2.011393880764654085e+00 -6.637144487579795318e-03
8.148461129836799316e+11 2.010620957890301597e+00 -6.282915611359050218e-03
8.164252721173692627e+11 2.009964376307106004e+00 -5.815109366489444424e-03
8.180044312510585938e+11 2.009427989935689940e+00 -5.262369777028143465e-03
8.195835903847478027e+11 2.009010827550368194e+00 -4.646128848898753612e-03
8.211627495184371338e+11 2.008710973297517022e+00 -3.980595346761429433e-03
8.227419086521264648e+11 2.008528947042860224e+00 -3.273687544041896120e-03
8.243210677858157959e+11 2.008470933479343579e+00 -2.528445096457822457e-03
8.259002269195050049e+11 2.008552723549636543e+00 -1.744938185832103309e-03
8.274793860531943359e+11 2.008805916993717133e+00 -9.236654008547694628e-04
8.290585451868836670e+11 2.009289110376125898e+00 -7.422304004959543258e-05
8.306377043205729980e+11 2.010106963342378261e+00 7.568395585417780772e-04
8.322168634542622070e+11 2.011415122197601768e+00 1.390947539675352600e-03
8.337960225879515381e+11 2.013192558695447776e+00 1.338184541919218342e-03
8.353751817216408691e+11 2.014724319043555312e+00 2.892927360688414247e-04
8.369543408553302002e+11 2.015495409057566523e+00 -1.185426220265331856e-03
8.385334999890195312e+11 2.015655128835941223e+00 -2.629325796737249591e-03
8.401126591227087402e+11 2.015404298132485117e+00 -3.901193043189599748e-03
8.416918182563980713e+11 2.014872591814141689e+00 -4.958946464354036660e-03
8.432709773900874023e+11 2.014149619129339541e+00 -5.785948642558815143e-03
8.448501365237767334e+11 2.013307437838963931e+00 -6.376333220848610754e-03
8.464292956574659424e+11 2.012409243977786755e+00 -6.734326098272184341e-03
8.480084547911552734e+11 2.011510289755367165e+00 -6.875166713507734929e-03
8.495876139248446045e+11 2.010655624193864011e+00 -6.823955459396225526e-03
8.511667730585339355e+11 2.009877965573097391e+00 -6.612044210519008557e-03
8.527459321922231445e+11 2.009197531355685573e+00 -6.272267397551012716e-03
8.543250913259124756e+11 2.008624048705795140e+00 -5.834684381589200913e-03
8.559042504596018066e+11 2.008160111789866420e+00 -5.323876512005039016e-03
8.574834095932911377e+11 2.007804855659121035e+00 -4.757944628315842993e-03
8.590625687269803467e+11 2.007557314487292910e+00 -4.148781980972265915e-03
8.606417278606696777e+11 2.007419383455840034e+00 -3.503099588523325095e-03
8.622208869943590088e+11 2.007398770584886805e+00 -2.823926545622356798e-03
8.638000461280483398e+11 2.007512733245761627e+00 -2.112825563714818347e-03
8.653792052617375488e+11 2.007793903886061937e+00 -1.374178869989991928e-03
8.669583643954268799e+11 2.008299980406658580e+00 -6.260991220985551945e-04
8.685375235291162109e+11 2.009125773309342389e+00 6.717391633267041581e-05
8.701166826628055420e+11 2.010378511967048532e+00 5.046269655595753178e-04
8.716958417964948730e+11 2.011928897984464726e+00 2.741659883488610202e-04
8.732750009301840820e+11 2.013170142542062280e+00 -7.358317921750580229e-04
8.748541600638734131e+11 2.013778605087702012e+00 -2.055510243196248706e-03
8.764333191975627441e+11 2.013872989892442344e+00 -3.345029614985190174e-03
8.780124783312520752e+11 2.013608876067902731e+00 -4.484229648975247839e-03
8.795916374649412842e+11 2.013094953002087628e+00 -5.431003428235807277e-03
8.811707965986306152e+11 2.012410577431825942e+00 -6.167343779097098078e-03
8.827499557323199463e+11 2.011621226637337667e+00 -6.686808994461258815e-03
8.843291148660092773e+11 2.010784638159434756e+00 -6.993214455588262629e-03
8.859082739996984863e+11 2.009951126620700634e+00 -7.100803588653098637e-03
8.874874331333878174e+11 2.009161532959615304e+00 -7.032778997406542720e-03
8.890665922670771484e+11 2.008445469023579122e+00 -6.817870050625185648e-03
8.906457514007664795e+11 2.007821315820739194e+00 -6.486039284608871927e-03
8.922249105344556885e+11 2.007298106049399067e+00 -6.064723724718310699e-03
8.938040696681450195e+11 2.006878560772494602e+00 -5.576470332947251404e-03
8.953832288018343506e+11 2.006562405282626305e+00 -5.038077579641381948e-03
8.969623879355236816e+11 2.006349434052030034e+00 -4.460888238512579138e-03
8.985415470692130127e+11 2.006242267185627259e+00 -3.851815039420134878e-03
9.001207062029022217e+11 2.006249142835894173e+00 -3.214930017555378550e-03
9.016998653365915527e+11 2.006387424011363052e+00 -2.553991501115780629e-03
9.032790244702808838e+11 2.006688800462963052e+00 -1.877488746524249826e-03
9.048581836039702148e+11 2.007206835503498876e+00 -1.211069405263806185e-03
9.064373427376594238e+11 2.008021232194076244e+00 -6.310807736872852541e-04
9.080165018713487549e+11 2.009192086895623230e+00 -3.393606142545479184e-04
9.095956610050380859e+11 2.010538053707074280e+00 -6.585999303719198596e-04
9.111748201387274170e+11 2.011568624300815067e+00 -1.599388498218761584e-03
9.127539792724166260e+11 2.012062109345485350e+00 -2.782465296286897819e-03
9.143331384061059570e+11 2.012109597781558179e+00 -3.937933555643934741e-03
9.159122975397952881e+11 2.011836770058109458e+00 -4.957766844562705097e-03
9.174914566734846191e+11 2.011338817762718723e+00 -5.799246685148565575e-03
9.190706158071738281e+11 2.010689235278139364e+00 -6.443579097738572938e-03
9.206497749408631592e+11 2.009950110463475603e+00 -6.884992871148913791e-03
9.222289340745524902e+11 2.009175964564297701e+00 -7.128855745831408700e-03
9.238080932082418213e+11 2.008413278969697568e+00 -7.190854779029644608e-03
9.253872523419311523e+11 2.007698576287820114e+00 -7.094703732319737784e-03
9.269664114756203613e+11 2.007057266447089372e+00 -6.868365560097119266e-03
9.285455706093096924e+11 2.006504271585739296e+00 -6.539935340339150284e-03
9.301247297429990234e+11 2.006046261321238866e+00 -6.134380531356490966e-03
9.317038888766883545e+11 2.005684703666887891e+00 -5.671726713194421253e-03
9.332830480103775635e+11 2.005418961676490142e+00 -5.166621614509857643e-03
9.348622071440668945e+11 2.005249050156201029e+00 -4.628883158552163021e-03
9.364413662777562256e+11 2.005178088467842734e+00 -4.064672719741421053e-03
9.380205254114455566e+11 2.005214804721760391e+00 -3.478231408921400678e-03
9.395996845451347656e+11 2.005376670804421391e+00 -2.874692140397825616e-03
9.411788436788240967e+11 2.005694302928972217e+00 -2.265728200191231487e-03
9.427580028125134277e+11 2.006216629574222754e+00 -1.682945648989242265e-03
9.443371619462027588e+11 2.007007755745891853e+00 -1.210525686208621882e-03
9.459163210798919678e+11 2.008087804703672319e+00 -1.040745669935564744e-03
9.474954802135812988e+11 2.009252446384270918e+00 -1.416383452029385502e-03
9.490746393472706299e+11 2.010109722094085782e+00 -2.289223927700031330e-03
9.506537984809599609e+11 2.010506810324470095e+00 -3.349811706239631294e-03
9.522329576146491699e+11 2.010517634939470000e+00 -4.380705801172164564e-03
9.538121167483385010e+11 2.010246457538572784e+00 -5.287196696089369388e-03
9.553912758820278320e+11 2.009777181602484308e+00 -6.029527035466467240e-03
9.569704350157171631e+11 2.009176848917520797e+00 -6.590859462774276492e-03
9.585495941494064941e+11 2.008502245557698629e+00 -6.967567517068079357e-03
9.601287532830957031e+11 2.007802325397169518e+00 -7.166619391696466869e-03
9.617079124167850342e+11 2.007117737611770814e+00 -7.203889251974864363e-03
9.632870715504743652e+11 2.006479625485776186e+00 -7.101515000754511121e-03
9.648662306841636963e+11 2.005909269419799301e+00 -6.884434929774374719e-03
9.664453898178529053e+11 2.005419144512627483e+00 -6.577014353600821317e-03
9.680245489515422363e+11 2.005015108206809948e+00 -6.200581416255616062e-03
9.696037080852315674e+11 2.004699070802692162e+00 -5.772188368505576893e-03
9.711828672189208984e+11 2.004471605473210349e+00 -5.304461297516242443e-03
9.727620263526101074e+11 2.004334274195899379e+00 -4.806222689928951394e-03
9.743411854862994385e+11 2.004291761080615686e+00 -4.283662526093385582e-03
9.759203446199887695e+11 2.004354130427246528e+00 -3.742136416077359272e-03
9.774995037536781006e+11 2.004539644115986619e+00 -3.189258840041970383e-03
9.790786628873673096e+11 2.004878356224294667e+00 -2.641246342683981757e-03
9.806578220210566406e+11 2.005414660796591253e+00 -2.137384500307615634e-03
9.822369811547459717e+11 2.006196198857018054e+00 -1.771173038038752721e-03
9.838161402884353027e+11 2.007203730974865596e+00 -1.724617131454209834e-03
9.853952994221246338e+11 2.008215858290823608e+00 -2.168659579908989617e-03
9.869744585558138428e+11 2.008921325295850657e+00 -3.008758249889895067e-03
9.885536176895031738e+11 2.009223150388754764e+00 -3.987078953461084194e-03
9.901327768231925049e+11 2.009186095115669701e+00 -4.928658907158813170e-03
9.917119359568818359e+11 2.008897884614365914e+00 -5.751668730868116607e-03
9.932910950905710449e+11 2.008432808114167578e+00 -6.419118127141158411e-03
9.948702542242603760e+11 2.007852794480300851e+00 -6.915164155153657836e-03
9.964494133579497070e+11 2.007211256922996956e+00 -7.237345063594814373e-03
9.980285724916390381e+11 2.006554039950692481e+00 -7.393930975025851671e-03
9.996077316253282471e+11 2.005918458477143673e+00 -7.401708532277331484e-03
1.001186890759017578e+12 2.005332242259617814e+00 -7.282909371362934932e-03
1.002766049892706909e+12 2.004813592872883188e+00 -7.061657767625384094e-03
1.004345209026396240e+12 2.004372606391768397e+00 -6.760834341193201584e-03
1.005924368160085449e+12 2.004013610215854779e+00 -6.400009091757063659e-03
1.007503527293774780e+12 2.003737763821047846e+00 -5.994586666802650086e-03
1.009082686427464111e+12 2.003545465564132044e+00 -5.555936653136039211e-03
1.010661845561153442e+12 2.003438428400357463e+00 -5.092193881538048354e-03
1.012241004694842773e+12 2.003421552280267637e+00 -4.609561322657627046e-03
1.013820163828531982e+12 2.003504870116695535e+00 -4.114275687723299019e-03
1.015399322962221313e+12 2.003705828690836022e+00 -3.615987291758905858e-03
1.016978482095910645e+12 2.004051629113638100e+00 -3.134493013008742869e-03
1.018557641229599976e+12 2.004578558837372348e+00 -2.713905827756749826e-03
1.020136800363289185e+12 2.005314397655225456e+00 -2.448028077508065167e-03
1.021715959496978516e+12 2.006210834352379013e+00 -2.491140813526390978e-03
1.023295118630667847e+12 2.007062502816536753e+00 -2.949630441564965542e-03
1.024874277764357178e+12 2.007634982890270869e+00 -3.719556745160980393e-03
1.026453436898046387e+12 2.007862275988447909e+00 -4.595412219423448269e-03
1.028032596031735718e+12 2.007795880816270362e+00 -5.434864486931818839e-03
1.029611755165425049e+12 2.007508585758162489e+00 -6.166147427633574679e-03
1.031190914299114380e+12 2.007065468536559649e+00 -6.755208212334560917e-03
1.032770073432803589e+12 2.006522327072792322e+00 -7.187661896003682410e-03
1.034349232566492920e+12 2.005927460124222961e+00 -7.461934427662349038e-03
1.035928391700182251e+12 2.005321930272367048e+00 -7.586315081746115678e-03
1.037507550833871582e+12 2.004738761223339605e+00 -7.576472456751991158e-03
1.039086709967560791e+12 2.004202318817640549e+00 -7.452508429253950142e-03
1.040665869101250122e+12 2.003728669180171895e+00 -7.235870581808987421e-03
1.042245028234939453e+12 2.003326994283444407e+00 -6.946780325417839866e-03
1.043824187368628784e+12 2.003001661154674817e+00 -6.602610899457525898e-03
1.045403346502318115e+12 2.002754442273351199e+00 -6.217268134807691672e-03
1.046982505636007324e+12 2.002586557735598127e+00 -5.801375758415097325e-03
1.048561664769696655e+12 2.002500458251290638e+00 -5.363033563400035515e-03
1.050140823903385986e+12 2.002501461379499581e+00 -4.909065643062330599e-03
1.051719983037075317e+12 2.002599438077975691e+00 -4.446981761236221652e-03
1.053299142170764526e+12 2.002810632952408021e+00 -3.988423412150690801e-03
1.054878301304453857e+12 2.003158946035558774e+00 -3.555881570914519105e-03
1.056457460438143188e+12 2.003672879050397704e+00 -3.195792389802385065e-03
1.058036619571832520e+12 2.004364759608588731e+00 -2.997899563543016122e-03
1.059615778705521729e+12 2.005171129304834654e+00 -3.090774712669511204e-03
1.061194937839211060e+12 2.005907808936034264e+00 -3.540481303598546313e-03
1.062774096972900391e+12 2.006390427595782011e+00 -4.245231089988808423e-03
1.064353256106589722e+12 2.006570374490083797e+00 -5.034151906771165697e-03
1.065932415240278931e+12 2.006490906549351028e+00 -5.786413041506189778e-03
1.067511574373968262e+12 2.006215250046467613e+00 -6.438057268507994119e-03
1.069090733507657593e+12 2.005802131517422815e+00 -6.958213744133735085e-03
1.070669892641346924e+12 2.005302648012952993e+00 -7.334564355167946283e-03
1.072249051775036255e+12 2.004760737572653717e+00 -7.566967723286347446e-03
1.073828210908725464e+12 2.004213106339289840e+00 -7.664168806706717768e-03
1.075407370042414795e+12 2.003688737849606216e+00 -7.641066926039675675e-03
1.076986529176104126e+12 2.003208783402866455e+00 -7.515910998693019554e-03
1.078565688309793457e+12 2.002787271114754741e+00 -7.307681331085123626e-03
1.080144847443482666e+12 2.002432564128435732e+00 -7.034091477283589515e-03
1.081724006577171997e+12 2.002149209529484608e+00 -6.710440201918395006e-03
1.083303165710861328e+12 2.001939811405924363e+00 -6.349278555779803990e-03
1.084882324844550659e+12 2.001806719957903713e+00 -5.960716338833451332e-03
1.086461483978239868e+12 2.001753512103064736e+00 -5.553215765265641889e-03
1.088040643111929199e+12 2.001786360340165771e+00 -5.134881865279970932e-03
1.089619802245618530e+12 2.001915390153638619e+00 -4.715559486490362995e-03
1.091198961379307861e+12 2.002155862134671782e+00 -4.310563909849878493e-03
1.092778120512997070e+12 2.002527908064506867e+00 -3.947666736271079543e-03
1.094357279646686401e+12 2.003049904286245297e+00 -3.679086895249460316e-03
1.095936438780375732e+12 2.003712866904090006e+00 -3.593057793935205968e-03
1.097515597914065063e+12 2.004430099842016144e+00 -3.790190109225887588e-03
1.099094757047754395e+12 2.005032688444471134e+00 -4.288782096730312660e-03
1.100673916181443604e+12 2.005386091472049159e+00 -4.977967835936798757e-03
1.102253075315133057e+12 2.005466921557910176e+00 -5.713900779240286935e-03
1.103832234448822266e+12 2.005317839977911465e+00 -6.396687215669906272e-03
1.105411393582511475e+12 2.004997210491330062e+00 -6.971413514475343493e-03
1.106990552716200928e+12 2.004561183238221744e+00 -7.411711593351677334e-03
1.108569711849890137e+12 2.004059759605871349e+00 -7.709376856255790653e-03
1.110148870983579346e+12 2.003535495022258139e+00 -7.868936223713908495e-03
1.111728030117268799e+12 2.003022377903008078e+00 -7.903792210375770386e-03
1.113307189250958008e+12 2.002545244884667230e+00 -7.832538434195979518e-03
1.114886348384647461e+12 2.002120263687356072e+00 -7.675488243937193637e-03
1.116465507518336670e+12 2.001756462461296238e+00 -7.451932551682658411e-03
1.118044666652025879e+12 2.001457847734015694e+00 -7.178470173844909985e-03
1.119623825785715332e+12 2.001225581660829977e+00 -6.868390722621446447e-03
1.121202984919404541e+12 2.001059878049676222e+00 -6.531851669014896410e-03
1.122782144053093750e+12 2.000961522636308221e+00 -6.176561430133131053e-03
1.124361303186783203e+12 2.000933096238885600e+00 -5.808802299403184599e-03
1.125940462320472412e+12 2.000980041666063247e+00 -5.434833442418650351e-03
1.127519621454161865e+12 2.001111645151528950e+00 -5.062998553733789701e-03
1.129098780587851074e+12 2.001341664833052203e+00 -4.707277045776971786e-03
1.130677939721540283e+12 2.001687228869019286e+00 -4.393502805744863710e-03
1.132257098855229736e+12 2.002161558419097709e+00 -4.168888374075751212e-03
1.133836257988918945e+12 2.002751333716370929e+00 -4.108350099441340775e-03
1.135415417122608398e+12 2.003379730054960284e+00 -4.290404429825927721e-03
1.136994576256297607e+12 2.003910423821824605e+00 -4.725584327541036515e-03
1.138573735389986816e+12 2.004234803827289024e+00 -5.326466461896486523e-03
1.140152894523676270e+12 2.004328504573412939e+00 -5.977369353750263195e-03
1.141732053657365479e+12 2.004221486123771712e+00 -6.593475157247158554e-03
1.143311212791054688e+12 2.003959315129825836e+00 -7.125411091158447875e-03
1.144890371924744141e+12 2.003587259121057951e+00 -7.547349478866787441e-03
1.146469531058433350e+12 2.003146474234600127e+00 -7.848305656123178223e-03
1.148048690192122803e+12 2.002673218729531524e+00 -8.027598474583433688e-03
1.149627849325812012e+12 2.002198277071933319e+00 -8.092177284765600734e-03
1.151207008459501221e+12 2.001746375078309104e+00 -8.054379509224399158e-03
1.152786167593190674e+12 2.001335969477471721e+00 -7.929697436451808162e-03
1.154365326726879883e+12 2.000979664926639146e+00 -7.734696753577762797e-03
1.155944485860569336e+12 2.000685216543135692e+00 -7.485374144792395455e-03
1.157523644994258545e+12 2.000456880782624847e+00 -7.196134479863077957e-03
1.159102804127947754e+12 2.000296851798220921e+00 -6.879400598042768010e-03
1.160681963261637207e+12 2.000206608831835542e+00 -6.545770368045785055e-03
1.162261122395326416e+12 2.000188109069214182e+00 -6.204649465626997477e-03
1.163840281529015625e+12 2.000244810783342597e+00 -5.865404865600378111e-03
1.165419440662705078e+12 2.000382425345408777e+00 -5.539285644021559735e-03
1.166998599796394287e+12 2.000608913029901181e+00 -5.242603892439787194e-03
1.168577758930083740e+12 2.000932184334677011e+00 -5.001676128779158383e-03
1.170156918063772949e+12 2.001351887220230275e+00 -4.858439293251696350e-03
1.171736077197462158e+12 2.001841077452397588e+00 -4.868995608892258756e-03
1.173315236331151611e+12 2.002327022791715816e+00 -5.077974886115887120e-03
1.174894395464840820e+12 2.002708396382439471e+00 -5.473365115390701335e-03
1.176473554598530029e+12 2.002913951042476715e+00 -5.980591247109662972e-03
1.178052713732219482e+12 2.002931943566979456e+00 -6.510542376240068853e-03
1.179631872865908691e+12 2.002789916149010363e+00 -6.996957199833907931e-03
1.181211031999598145e+12 2.002528514759357670e+00 -7.401326892995970311e-03
1.182790191133287354e+12 2.002188314555114257e+00 -7.705672639665614096e-03
1.184369350266976562e+12 2.001805144551813687e+00 -7.905621052180695357e-03
1.185948509400666016e+12 2.001408627883958236e+00 -8.005611051790550298e-03
1.187527668534355225e+12 2.001021881681855241e+00 -8.015465750580387169e-03
1.189106827668044678e+12 2.000661863345194469e+00 -7.947758109260289264e-03
1.190685986801733887e+12 2.000340210065790991e+00 -7.815815605714836189e-03
1.192265145935423096e+12 2.000064397801435412e+00 -7.632363780065510965e-03
1.193844305069112549e+12 1.999839009372695209e+00 -7.408780242968557826e-03
1.195423464202801758e+12 1.999666938761410773e+00 -7.154861876340214144e-03
1.197002623336490967e+12 1.999550442122530525e+00 -6.878981092288681196e-03
1.198581782470180420e+12 1.999492025250912075e+00 -6.588540903784863290e-03
